reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f5c2c5b7-f839-403f-b7b9-bd6753ab9ec2,Bangbang Sugito,https://play-lh.googleusercontent.com/a/ACg8ocJ1_aCHbymD537AQwz5tocDdw5d7PV9sLsGtqe_UHkJ9bITLQ=mo,susah masuk kode otp ratusan x ga kekirim makin kesini makin parah,1,0,,2025-12-12 14:50:51,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, namun untuk SMS penerimaan kode OTP membutuhkan ketersediaan pulsa. Mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.",2025-12-12 15:06:03,
3ce416fb-7f74-4bff-8cb7-9900bf819083,KECOA Bogor,https://play-lh.googleusercontent.com/a/ACg8ocLyHTHBIU0Taiz646PphU5zie0EUKCfexHJQE1Gp1DMdSorsg=mo,"Udah capek capek lama isi pendaftaran habis itu disuruh nunggu video call, Pas video call semua data saya udah benar malah di bilang ada yang salah tanpa ngasih tau kesalahannya, dan langsung disuruh ke kantor cabang BCA 😂😂Kalo gitu ngapain dari awal daftar udahlah ribet,udah mau tahun 2026 daftar kek gini aja dibikin ribet, pantes rating 4.0, Tim BCA otaknya duit ya?gak mau ngelayanin pengguna lewat online?Otak ada gak?",1,0,,2025-12-12 11:51:47,Mohon maaf atas ketidaknyamanannya. Apabila Bapak/Ibu mendapat informasi tsb maka dapat kami sarankan silakan datang ke Cabang BCA terdekat utk pengecekan lebih lanjut.,2025-12-12 12:50:36,
8f030e44-b4fb-456a-b209-58032ae97f36,Aryo Setho,https://play-lh.googleusercontent.com/a-/ALV-UjWNSM-Aptj5kFcKe6dJKy-hATAS7-q4QoLIIL1Yy2SzHf0S9dg,SERING LAGGG. ERROR GAK BISA TRANSFER KE REKENING LAIN,1,0,,2025-12-12 11:02:49,"Mohon maaf atas ketidaknyamanan, untuk kendala yang dialami, dipastikan menggunakan koneksi internet stabil, tidak menggunakan jaringan WiFi, dan mencoba secara berkala.",2025-12-12 11:24:22,
40d36ba6-1e8e-4b8d-a405-c9a9878219b0,Havid Karadin,https://play-lh.googleusercontent.com/a/ACg8ocIh_yJJvf0DhOeomc60LPYF-CqgFEtIETS_nqise9FUY3mITg=mo,Kenapa sekarang jadi sering trobel ya,2,2,4.7.6,2025-12-12 10:35:16,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Untuk saat ini tidak terdapat kendala utk akses BCA mobile. Dpt kami sarankan menggunakan koneksi internet stabil, tidak menggunakan jaringan WiFi, dan mencoba secara berkala.",2025-12-12 11:25:46,4.7.6
f2f48ed4-df88-43a2-804b-5a0606b4830d,muhammad surya,https://play-lh.googleusercontent.com/a/ACg8ocLa2Re7a1qFGuafi9Z1PnFOKhrhPzpJIoLaVKEHjGNOZdcCIHg=mo,pertama enak buka setelah saya hapus lalu di installagi gak bisa buka hade,1,0,4.7.6,2025-12-12 09:27:09,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2025-12-12 09:50:17,4.7.6
f16d735a-43f6-45dd-9e91-b3251bf0197a,LaRazSatie SI,https://play-lh.googleusercontent.com/a-/ALV-UjVqij5kIp5MjFaErBpWwOM4wzUdxhiRTVbnJhxyJbp8-DG4knTV,"BCA mengecewakan bgtttttttt setelah diperbarui selama 2 bln terakhir BCA ku jadi error terus mana posisi mau bayar ..... sudah sampai tlp ke operator katanya tidak ada kendala dipastikan jgn berkurang jaringan nya lah dll. padahal jaringan fulll, pakai data jugaaa tp malah tulisan something went wrong terusss sumpah sih baru kali ini kecewa sama BCA yg padahal GK pernah bermasalah sebelum nya",1,0,4.5.7,2025-12-12 09:16:12,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-12 09:27:05,4.5.7
e0aa903d-6140-4f71-8665-d56303ffeb52,Yx,https://play-lh.googleusercontent.com/a-/ALV-UjXSzxuiJ7VfPCYFCAVAhgnTYNu1I9OlV_vnfk4HBMtF4x2GN6Nz,aplikasi busuk,1,2,4.6.1,2025-12-12 06:23:33,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-12 08:19:44,4.6.1
aba89fa2-8108-42a4-81a2-ea250900b381,Firhan Apriliansyah,https://play-lh.googleusercontent.com/a-/ALV-UjW5pYNFgKO6HDiP7gufZ4G7eXWoTbIPhEPEOP7ZDABzLdTSdUty,"notifikasi lambat,verifikasi bug",1,0,4.7.6,2025-12-12 01:16:40,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-12 01:31:21,4.7.6
38cdfd6a-c14b-4d7d-a081-87e653f4144e,Joilayanti S,https://play-lh.googleusercontent.com/a/ACg8ocJtYeor0s6YMXJ7OCGkj-kNlizMQqL_vEgcIdXTFLRjAyMmeA=mo,"ngeleg parah, padahal udah hijau tetap aja gak bisa digunakan sampe pindah-pindah jaringan dari wifi ke data seluler tetap aja gak bisa",1,0,4.7.6,2025-12-12 00:19:22,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Saat ini tidak ada informasi kendala dalam penggunaan BCA mobile, pastikan jaringan internet stabil dan ruang memori penyimpanan pada HP mencukupi. Kami sarankan Bapak/Ibu dapat mencoba secara berkala.",2025-12-12 00:52:37,4.7.6
26e40c2a-30a4-4dd6-8bb6-8d115665ebaa,Silverianus Gato,https://play-lh.googleusercontent.com/a-/ALV-UjUNJv4Y579aXr3eCL7k8p_hlBxUxc6BUR_18KlOPlehakJDqm62,"mesin ATM BCA paling buruk di kelapa dua, alfamart, Arcadia Grande F. 20 ATM ketelan tiba2 ga jelas. kejadian yg kedua kali nya, BCA nya untung banyak,ngurus ATM baru kena biaya kartu 20 rb",1,0,4.7.6,2025-12-11 23:26:56,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-12 00:00:06,4.7.6
ee873b3f-1986-4e85-b80a-5532497af56c,Sance Lipu,https://play-lh.googleusercontent.com/a/ACg8ocKgHiKOON0Ss-3LEBIly2HYhw6pOgjtSR4TDB62xHDWZ2BwdA=mo,"Tolonglah listrik saya sering habis tengah malam dan saya butuh isi token secepat mungkin, tapi aplikasi kalian selalu bermasalah tengah malam untuk melakukan transaksi dan disuruh cek mutasi rekening, buat apa coba cek mutasi? Dan ini bukan cuma 1 kali loh... Sudah saya cek untuk update dan clear cache tapi ga ada gunanya. Tolonglah perbaiki aplikasi kalian",2,0,4.7.6,2025-12-11 23:03:30,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Kami sarankan apabila kendala pembelian token PLN silakan Bapak/Ibu dapat menghubungi Halo BCA 1500888 atau menghubungi melalui aplikasi haloBCA di menu ""Call"" atau melalui aplikasi myBCA mobile (Pusat Bantuan).",2025-12-11 23:59:37,4.7.6
9da86e0f-2946-43bf-bfd1-29b9ef9cff25,Nofandi Arif,https://play-lh.googleusercontent.com/a-/ALV-UjVRWOz-Q_eWKNoE8zP8kQ4OG6c0cHItAmba02NEpxifXnRHCFnA,"nyesel pake BCA ..top up flazz BCA yang gagal transaksi,uang dah hilang .bukanya di ganti malah kebanyakan ngomong akhirnya saya gantiin uang bos saya , di sangka saya nyuri padahal masalah transaksi gagal di jelasin sampai detail.. saya ungkit ke direktur nya demi Allah",1,0,,2025-12-11 22:50:30,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Jika saldo sudah terpotong namun saldo Flazz tidak ter top up, silakan Bapak/Ibu dapat menghubungi Halo BCA 1500888 atau menghubungi melalui aplikasi haloBCA di menu ""Call"" atau melalui aplikasi myBCA mobile (Pusat Bantuan) dikarenakan membutuhkan verifikasi data melalui telepon.",2025-12-11 23:06:24,
7c74cadb-a5dd-46f0-9a5a-d3ff773a9913,Bilqhy Almuhyi,https://play-lh.googleusercontent.com/a-/ALV-UjV-NYxp-xYD_m2VhvX5cGPXBuC19ZI6xAVnc_iKZwSiW0jHFg18,bikin emosi klu LG mbangking makin ksini susah bgt masuk..w LG di desa susah cari ATM woiiiii,1,0,,2025-12-11 22:15:37,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-11 23:04:45,
6bc0ec64-d287-4f94-9aab-7c01a14111f7,Tiara Denisa,https://play-lh.googleusercontent.com/a-/ALV-UjWF2qEcfleThY_DSwTAoZ2yBgby2WPgxRGXOzFY3jby8r49aEGp,"hal yg saya benci dari aplikasi ini adalah betapa belibetnya proses buat masuk ke aplikasi apabila terjadi error sama kartu sim, saya nyoba buat masuk ke mbanking sampe rela beli pulsa tpi respon dari aplikasinya disuruh registrasi ulang di atm. borosin pulsa banget",1,0,,2025-12-11 22:02:26,Mohon maaf atas ketidaknyamanan Bapak/Ibu. Jika sebelumnya m-BCA terblokir dan sudah dibantu buka blokir atau m-BCA Bapak/Ibu tidak digunakan untuk bertransaksi finansial maupun non-finansial dalam kurun waktu 3 bulan terakhir maka dapat registrasi ulang melalui mesin ATM.,2025-12-11 23:07:26,
37e20393-8e58-44f6-8cde-098a2842d971,Faqih Nurdin,https://play-lh.googleusercontent.com/a-/ALV-UjV1Mpk-zOstklgmI7OUJzroMd-EPs03t6eaEFjE2OcOzZZpgq4,bikin gdeg . laayanan transaksi tidak bisa saat ini coba kembali lagi nanti . cuman buat pindah data dari hape lama ke hape baru. udah 4 kali percobaan ttp ajj ddi persulit.. udah lewat verifikasi lewatt sms dan. ada biyaya nya .. kurang puas dngn sistem Kya ginii,1,0,,2025-12-11 16:33:45,Mohon maaf atas ketidaknyamanannya. Pastikan Bapak/Ibu menggunakan jaringan yang stabil serta nomor HP m-BCA sudah teraktivasi finansial. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2025-12-11 17:13:05,
85e14660-a8f3-4968-b23f-1c95a5ac7bf1,Rayu Januar,https://play-lh.googleusercontent.com/a/ACg8ocIrkY0n0PKBYfV63x2AmVV3RoXRlHJDkP5PCjSL5AHFMt_TUw=mo,aplikasi lemot gajelas,1,0,,2025-12-11 15:47:29,Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas m-BCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil.,2025-12-11 15:58:39,
0d1a6a2e-86b3-42f9-b761-c4077699a6f5,jatna paisley,https://play-lh.googleusercontent.com/a-/ALV-UjXdkDazeejXlpEPIsg04A2pt--j_SSyhg-CudW32Jo-tqO-_fQ1,"Untuk Developer, mending kalian segera benahi aplikasi nya. Banyak yang ngeluh indikator merah menuju hijau sangat lama, ada jeda setiap kali klik suatu pilihan, dan font yang kurang bagus, lalu notifikasi yang lama muncul nya. Mending kalian segera atasi dan benahi, sebelum pelanggan M BCA pada pindah ke yang lain.",1,1,4.7.6,2025-12-11 12:44:25,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, saat ini tidak ada kendala penggunaan fasilitas m-BCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil. Terkait font mengikuti settingan pada perangkat yang digunakan sehingga kami sarankan untuk melakukan pengecekan pada settingan perangkat yang digunakan.",2025-12-11 12:46:24,4.7.6
c462e644-bd64-40c9-a304-0ae67b9c246f,Ayu Ayoona,https://play-lh.googleusercontent.com/a-/ALV-UjXjhSXPcKkeJ5Hxqh-M1IugPoqdmjSRfKz0nnXmsRnSUyEA5XtHuw,"Jelek banget sih Apps nya, terlalu ribet",1,0,4.7.6,2025-12-11 11:52:06,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.",2025-12-11 12:02:43,4.7.6
620ad2a3-1adb-48ae-8c0d-fad184d30c75,saifudin hamid,https://play-lh.googleusercontent.com/a-/ALV-UjXE9o0Nh-6LRzoZBrsSOEErFv2YmVZk_QCVaZrb0G2eOdFg6237,setelah update makin lemot njir,2,0,4.7.6,2025-12-11 11:40:15,Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas m-BCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil.,2025-12-11 12:00:47,4.7.6
bede446d-2314-4f26-9bcd-292ecb554ee0,Herdin Dwiyantoro,https://play-lh.googleusercontent.com/a-/ALV-UjVNBrPDQdq-ZNjHoHfnluGZaT42AcfU-pnrqNpf_vXbGnkbrVg,MINTA VERIFIKASI TERUS. RIBET !!!,1,0,4.7.6,2025-12-11 09:48:16,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses m-BCA pada aplikasi BCA mobile mohon dipastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yang terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.",2025-12-11 09:58:59,4.7.6
c9ead5e8-396c-484b-8b5d-13582be2b9b5,Nenk Ayu,https://play-lh.googleusercontent.com/a-/ALV-UjVcxclcTIp7aS4yEudfKCyK-w9HMKA_lKm50TfK_zqsOFiAQ6x8,"setelah update sering muncul indikator merah, sebelumnya lancar² saja dan qris loading sangat lama, bahkan sama sekali ga terbuka. mohon diperbaiki.",1,0,4.7.6,2025-12-11 08:50:39,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2025-12-11 09:10:23,4.7.6
66b83427-e996-4c10-a454-88f91e98dbe4,Vario 2168,https://play-lh.googleusercontent.com/a/ACg8ocIwn_9xoHHBHl3BlQnbuyVVtQ7KgwseWMEdrrD1RKXDUYKdcQ=mo,sejak Up grade Versi baru jadi LAMBAT LEMOT & LEBIH MENGECEWAKAN LAGI skrg HAPUS INBOX MAXIMAL 5 padahal kita ada 4000an Inbox.....Dulu bisa sekali hapus semua.....,1,0,4.7.6,2025-12-11 08:48:33,"Mohon maaf atas ketidaknyamanannya, ulasan Bapak/Ibu menjadi bahan evaluasi kami guna meningkatkan layanan di masa mendatang agar kami senantiasa dapat memberikan pelayanan prima serta melayani kebutuhan perbankan Bapak/Ibu.",2025-12-11 09:09:34,4.7.6
